perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,target,name,age,income,occupation,insurance,Occupation_Type,unique_id
0.441,23366,200510,0.0,0.0,0.0,98.4,10,A,Rural,7500,1,Samantha Lewis,25,589709,Software Engineer,Starlite Basic,White Collar,09028004703
0.285,24463,180150,0.0,0.0,0.0,99.12,12,A,Urban,9600,1,Victoria Fuller,53,144676,Shopkeeper,MaxBupa Silver,Other,08848901712
0.9,12054,113950,1.0,1.0,0.0,99.17,6,C,Urban,5400,1,Crystal Valencia,27,517635,Software Engineer,Starlite Basic,White Collar,08732109755
0.025,16803,338950,0.0,0.0,0.0,99.36,12,B,Rural,18000,1,Crystal Dean,60,178508,Construction Worker,MaxBupa Silver,Blue Collar,02065900955
0.604,32865,335750,0.0,0.0,0.0,99.22,15,A,Urban,20100,1,Melissa Sutton,37,303963,Lawyer,MaxBupa Silver,Other,00824806675
0.1,24467,114040,0.0,0.0,0.0,99.62,11,A,Urban,5400,1,Amanda Smith,50,270071,Teacher,Starlite Basic,White Collar,11100903453
1.0,24466,75050,0.0,0.0,0.0,98.22,8,A,Urban,5400,1,Hector Mitchell,42,280157,Nurse,Starlite Basic,Other,00885702071
0.0,21913,108090,0.0,0.0,0.0,97.91,9,B,Urban,11700,1,Gary Richardson,42,235744,Shopkeeper,Starlite Basic,Other,03534509740
0.017,31762,301470,0.0,0.0,0.0,99.89,7,A,Urban,18000,1,Steven Foster,65,325617,Construction Worker,Starlite Basic,Blue Collar,11067200158
0.009,29214,122090,0.0,0.0,0.0,,4,A,Urban,11700,1,Angel Chen,44,138705,Nurse,Starlite Basic,Other,02713007005
0.001,31762,116510,0.0,0.0,0.0,99.89,18,A,Urban,5400,1,Richard Smith,51,924412,Doctor,Starlite Basic,White Collar,09653600352
0.0,25925,176940,0.0,0.0,0.0,99.38,13,B,Rural,1200,1,Donna Miller,32,200793,Teacher,Starlite Premium,White Collar,05787306078
0.031,13150,210100,0.0,0.0,0.0,99.79,6,A,Rural,3300,1,Benjamin Franco,59,157714,Driver,MaxBupa Gold,Blue Collar,03946306236
0.061,21542,333030,1.0,0.0,0.0,99.15,15,A,Urban,13800,1,Nicole Morales,37,233812,Driver,MaxBupa Silver,Blue Collar,03015502920
0.0,14978,600030,0.0,0.0,0.0,99.36,12,D,Urban,32700,1,Taylor Ruiz,48,443953,Software Engineer,Starlite Basic,White Collar,06830704644
0.58,10227,119220,0.0,0.0,0.0,99.63,5,A,Urban,5400,1,Jordan Holloway,41,348463,Software Engineer,Starlite Basic,White Collar,09399000661
0.016,9496,30150,0.0,0.0,0.0,99.37,6,A,Rural,3300,1,Gina Clark,32,246674,Driver,Starlite Premium,Blue Collar,10101307057
0.01,20447,150030,0.0,0.0,0.0,93.91,30,A,Urban,7500,0,Mr. Eugene Salazar,57,643001,Doctor,Starlite Basic,White Collar,02462803665
0.676,14971,171350,1.0,2.0,2.0,99.16,9,A,Urban,3300,1,Maria Hogan,42,218702,Construction Worker,MaxBupa Gold,Blue Collar,10169107979
0.866,18620,165140,0.0,0.0,0.0,99.15,10,A,Rural,5400,1,Lisa Marquez,35,372737,Shopkeeper,MaxBupa Silver,Other,03590400306
0.11,37239,102580,0.0,0.0,0.0,99.27,9,B,Urban,7500,1,Benjamin Williams,16,30472,Student,Starlite Basic,White Collar,06794204790
0.281,32134,90110,0.0,0.0,0.0,98.03,13,A,Rural,1200,1,Ronald Walton,43,105040,Farmer,Starlite Basic,Blue Collar,07564102356
0.901,10593,156090,0.0,0.0,0.0,99.68,7,A,Urban,7500,1,Barbara Bowman,19,246216,Driver,MaxBupa Silver,Blue Collar,00887501927
1.0,18624,316360,0.0,1.0,3.0,98.58,8,D,Urban,20100,0,Stephanie Perry,50,312816,Shopkeeper,Starlite Basic,Other,08191809939
0.005,32493,38350,0.0,0.0,0.0,99.89,7,A,Urban,3300,1,Pamela Decker,47,230868,Driver,Starlite Basic,Blue Collar,10646203427
0.685,14972,226600,0.0,0.0,0.0,98.94,8,A,Urban,15900,1,Christopher Gonzalez,28,340972,Construction Worker,MaxBupa Silver,Blue Collar,05535103638
0.007,31760,57070,0.0,0.0,0.0,99.89,9,A,Urban,3300,1,Tanner Hunter,27,312655,Construction Worker,Starlite Basic,Blue Collar,04718101266
0.633,14978,222620,1.0,0.0,0.0,99.53,9,C,Rural,1200,1,Larry Gonzalez,54,232186,Teacher,MaxBupa Gold,White Collar,03161701560
0.206,34321,272180,1.0,0.0,0.0,98.02,27,A,Urban,13800,1,Pamela Carrillo,28,188531,Farmer,MaxBupa Silver,Blue Collar,03371807179
0.39,18630,147800,0.0,0.0,0.0,98.82,18,C,Urban,11700,1,Cheryl Harris,61,349541,Lawyer,Starlite Basic,Other,02213904109
0.045,24465,134230,0.0,0.0,0.0,99.87,6,A,Rural,5400,1,Joel Lopez,49,291120,Teacher,Starlite Basic,White Collar,09601907867
0.012,31766,45090,0.0,0.0,0.0,99.87,5,A,Rural,3300,1,Dennis Vasquez,33,271414,Shopkeeper,Starlite Basic,Other,03505004904
1.0,29941,59970,0.0,0.0,0.0,,2,A,Rural,3300,1,Nathan Newman,59,493806,Teacher,MaxBupa Silver,White Collar,07799107294
0.809,20084,180090,2.0,0.0,0.0,99.56,9,A,Urban,9600,1,Brandon Mack,33,217366,Construction Worker,Starlite Basic,Blue Collar,02276600514
0.357,21907,200010,0.0,0.0,0.0,99.63,11,A,Urban,7500,1,Andrea Miller,32,287329,Driver,Starlite Premium,Blue Collar,09843400894
0.045,32855,105590,0.0,0.0,0.0,99.88,3,A,Urban,7500,1,David Bell,21,577479,Software Engineer,MaxBupa Silver,White Collar,09419900021
1.0,10233,715640,2.0,2.0,1.0,99.84,4,A,Rural,41100,0,Kristy Rivera,41,863061,Doctor,MaxBupa Gold,White Collar,05818900899
0.007,32861,180540,0.0,0.0,0.0,,5,A,Urban,9600,1,Jacob Bridges,40,667679,Software Engineer,Starlite Basic,White Collar,08793000207
1.0,10956,105090,0.0,0.0,1.0,99.65,3,A,Urban,5400,1,Mrs. Tanya Mueller,18,176996,Driver,MaxBupa Gold,Blue Collar,09743800458
0.058,29570,99130,1.0,0.0,0.0,99.78,16,A,Rural,5700,1,Shane Burgess,32,117631,Farmer,MaxBupa Gold,Blue Collar,10262002430
0.009,35784,28550,1.0,0.0,0.0,98.44,10,A,Urban,5700,1,Roberto Bates,36,182952,Farmer,Starlite Premium,Blue Collar,10080308442
1.0,10228,108030,0.0,0.0,0.0,99.44,5,C,Urban,5400,1,Belinda Malone,37,286552,Nurse,Starlite Premium,Other,08850903389
0.302,21905,383550,0.0,0.0,0.0,99.34,18,B,Urban,20100,1,Jonathan Roberts,19,123981,Shopkeeper,Starlite Basic,Other,00329603911
0.009,35784,28550,1.0,0.0,0.0,98.44,10,A,Urban,5700,1,Debra Williams,55,246004,Nurse,Starlite Basic,Other,10080305383
0.418,24460,83400,0.0,0.0,0.0,98.52,14,A,Urban,5400,1,Jason Guerrero,40,265124,Nurse,Starlite Basic,Other,00469400552
0.014,29209,150070,0.0,0.0,0.0,99.69,13,A,Urban,9600,1,Gina Pena,30,999250,Doctor,MaxBupa Silver,White Collar,01875903144
0.231,18626,644950,0.0,0.0,0.0,99.45,14,D,Rural,41100,1,Linda Hall,34,309544,Construction Worker,Starlite Basic,Blue Collar,08076606917
0.976,10230,75090,2.0,1.0,0.0,99.45,9,A,Rural,7500,0,Sarah Floyd,55,317268,Driver,MaxBupa Silver,Blue Collar,09312702056
0.006,29572,155330,0.0,0.0,0.0,,12,A,Urban,3300,1,Lisa Massey,29,176582,Driver,MaxBupa Silver,Blue Collar,07852601925
0.181,24461,96100,0.0,0.0,0.0,99.64,5,A,Urban,5400,1,Renee Williams,43,605237,Software Engineer,Starlite Premium,White Collar,05970400634
0.067,24463,150100,0.0,0.0,0.0,99.31,12,A,Rural,5400,1,Ryan Farrell,48,680159,Doctor,Starlite Basic,White Collar,05239506082
0.192,10597,84050,0.0,0.0,0.0,99.48,6,A,Urban,5700,1,Brittney Estrada,36,397695,Nurse,Starlite Basic,Other,10122109270
0.309,12783,144900,0.0,0.0,0.0,99.62,9,A,Rural,11700,1,Jill Young,58,615093,Software Engineer,Starlite Basic,White Collar,07547409678
0.004,24470,247550,0.0,0.0,0.0,99.64,11,A,Urban,9600,1,Dustin Johnson,45,302157,Lawyer,Starlite Basic,Other,00923400105
0.871,32129,77790,2.0,3.0,1.0,96.38,12,A,Rural,3300,1,Gregory Hernandez,24,369149,Shopkeeper,MaxBupa Gold,Other,07539403041
0.059,16797,210110,0.0,0.0,0.0,98.49,17,C,Rural,11700,1,Robert Ruiz,49,343634,Driver,Starlite Basic,Blue Collar,02657001709
0.049,29577,315120,0.0,0.0,0.0,99.56,14,A,Urban,20100,1,Ashley Marquez,26,125976,Nurse,Starlite Basic,Other,05091200089
0.001,20088,62820,0.0,0.0,0.0,,6,A,Urban,5700,1,Molly Peck,33,128748,Farmer,Starlite Basic,Blue Collar,08529307014
0.023,30672,126060,1.0,0.0,0.0,98.44,10,A,Urban,7500,1,Sandra Harvey,57,163030,Driver,Starlite Basic,Blue Collar,08405803174
0.01,32500,127550,0.0,0.0,0.0,99.72,12,A,Rural,5400,1,Susan Powell,21,303652,Software Engineer,Starlite Basic,White Collar,10655200917
0.377,23368,337820,0.0,0.0,0.0,99.68,6,C,Urban,9600,1,Rose Acosta,36,171947,Driver,Starlite Basic,Blue Collar,11108907833
0.037,20451,227060,1.0,0.0,1.0,99.76,12,A,Rural,5400,0,Dustin Martinez,47,343506,Driver,Starlite Basic,Blue Collar,07555106732
0.021,24469,150070,0.0,0.0,0.0,99.21,13,B,Urban,7500,1,Tracey Sims,48,312076,Driver,Starlite Basic,Blue Collar,10539201949
0.413,23738,162120,1.0,0.0,0.0,99.18,10,A,Urban,15900,1,Lauren Garza,42,231202,Shopkeeper,Starlite Premium,Other,08935806368
0.0,24462,191580,0.0,0.0,0.0,98.64,12,A,Rural,1200,1,Joshua Haley,32,214448,Teacher,Starlite Premium,White Collar,03123700001
0.705,17166,139330,0.0,0.0,0.0,98.99,14,D,Rural,3300,1,Mark Smith,55,471722,Software Engineer,Starlite Basic,White Collar,08474908032
0.951,10225,138590,0.0,0.0,0.0,98.79,13,D,Urban,7500,0,Michael Snyder,48,833688,Doctor,Starlite Basic,White Collar,04798206047
0.003,26658,90030,0.0,0.0,0.0,,8,A,Urban,3300,1,Sonya Neal,29,673855,Software Engineer,Starlite Basic,White Collar,04523902720
0.028,23368,180040,0.0,0.0,0.0,99.64,6,A,Urban,9600,1,Carla Anderson,31,223584,Teacher,Starlite Premium,White Collar,06084109812
0.008,16431,210080,0.0,0.0,0.0,,6,C,Urban,11700,1,Rodney Miller,37,118330,Farmer,Starlite Premium,Blue Collar,00701603117
0.488,24461,76960,0.0,0.0,0.0,98.45,8,A,Rural,1200,1,Dr. Nicolas Rangel,57,273550,Teacher,Starlite Basic,White Collar,03459909465
0.031,29211,99100,0.0,0.0,0.0,99.77,8,A,Urban,5400,1,Robert Smith,43,358249,Nurse,Starlite Premium,Other,06512503762
0.957,20452,217650,2.0,0.0,0.0,98.39,9,D,Urban,11700,1,Marissa Jenkins,38,265819,Nurse,MaxBupa Silver,Other,02869100213
0.399,20084,44260,1.0,0.0,0.0,98.99,10,A,Rural,3300,1,Max Martinez,19,18187,Student,MaxBupa Silver,White Collar,08132500778
0.183,18621,101560,0.0,0.0,0.0,98.52,15,A,Rural,5400,1,Henry Thomas,31,111835,Farmer,Starlite Basic,Blue Collar,10417603496
0.226,20082,321750,0.0,0.0,0.0,98.88,15,D,Rural,13800,1,Shelby Mason,57,202511,Shopkeeper,Starlite Basic,Other,02291808817
1.0,10961,120120,0.0,0.0,0.0,99.35,5,A,Rural,5700,1,Steven Hood,46,216675,Teacher,MaxBupa Silver,White Collar,05552802043
0.404,10225,102120,0.0,0.0,0.0,98.99,10,A,Rural,5400,1,Thomas Wheeler,45,522320,Doctor,Starlite Basic,White Collar,08869905420
1.0,10963,178150,0.0,4.0,0.0,99.8,8,A,Urban,18000,1,Sonya Walters,35,219987,Teacher,Starlite Basic,White Collar,07070506154
0.947,10598,105130,0.0,0.0,0.0,99.38,6,A,Rural,5400,1,Connie Brown,60,322597,Shopkeeper,MaxBupa Silver,Other,07853908357
0.047,31036,175090,0.0,0.0,0.0,99.86,11,A,Rural,9600,1,Heather Martinez,49,446447,Software Engineer,Starlite Basic,White Collar,02073108707
0.0,16801,290370,0.0,0.0,0.0,99.34,17,C,Urban,13800,1,Valerie Hayden,34,304772,Construction Worker,MaxBupa Silver,Blue Collar,10851408465
0.212,26289,135070,0.0,0.0,0.0,98.95,13,A,Urban,3300,1,Denise Wilson,56,658403,Software Engineer,Starlite Basic,White Collar,00225404167
0.0,10592,300050,0.0,0.0,0.0,99.72,8,A,Urban,34800,1,Daniel Howard,29,377281,Lawyer,MaxBupa Gold,Other,10567703788
0.023,10591,85080,0.0,0.0,0.0,99.89,5,A,Urban,3300,1,Dr. Jeremy Mcguire,56,460285,Software Engineer,Starlite Basic,White Collar,08547900583
0.312,16804,345060,0.0,0.0,0.0,99.22,14,C,Rural,18000,1,Robert Case,49,291446,Construction Worker,Starlite Basic,Blue Collar,07198809911
0.01,30668,150060,0.0,0.0,0.0,99.63,17,A,Rural,1200,1,Michelle Harris,56,361677,Lawyer,Starlite Premium,Other,01481809986
0.082,24463,59280,0.0,0.0,0.0,99.23,11,B,Urban,3300,1,Robert Robbins,25,35298,Student,MaxBupa Silver,White Collar,03398300116
0.003,36874,86570,2.0,0.0,0.0,,8,A,Rural,7500,0,Tiffany Murray,40,253357,Teacher,MaxBupa Silver,White Collar,04417506644
0.031,34316,57550,0.0,0.0,0.0,98.91,11,A,Urban,1200,1,Ryan West,28,558054,Software Engineer,Starlite Basic,White Collar,00241309033
0.106,31030,63070,0.0,0.0,0.0,99.76,16,A,Urban,5400,1,Suzanne Jackson,56,215116,Teacher,MaxBupa Gold,White Collar,10997009951
0.372,10595,69140,0.0,0.0,0.0,98.66,11,D,Rural,1200,1,Michelle Thomas,25,367447,Nurse,Starlite Basic,Other,11049308959
1.0,10597,180050,1.0,0.0,0.0,99.59,4,A,Rural,7500,1,Michelle Dudley,41,408179,Software Engineer,Starlite Premium,White Collar,06817901763
0.0,34324,72390,0.0,0.0,0.0,,3,A,Rural,1200,1,Randy Rice,46,135112,Lawyer,MaxBupa Silver,Other,03115901875
0.009,35784,28550,1.0,0.0,0.0,98.44,10,A,Urban,5700,1,Logan Ward,29,357067,Nurse,Starlite Basic,Other,10080303224
0.23,16075,60070,0.0,0.0,0.0,98.2,7,E,Rural,5400,1,Christopher Adkins,43,368533,Lawyer,Starlite Basic,Other,09275000526
0.131,32865,121050,0.0,0.0,0.0,99.11,22,A,Urban,5400,1,Jamie Lucero,28,228056,Lawyer,MaxBupa Silver,Other,00713607725
0.0,32126,120130,0.0,0.0,0.0,99.46,10,A,Urban,3300,1,Lisa Waters,24,283238,Construction Worker,Starlite Basic,Blue Collar,03946002946
0.003,32126,187530,0.0,0.0,0.0,,8,A,Rural,18000,1,Hayley Miller,29,506157,Doctor,Starlite Basic,White Collar,09150404473
0.006,26653,255150,0.0,0.0,0.0,99.88,5,B,Rural,13800,1,Kristin Davis,57,420891,Teacher,MaxBupa Silver,White Collar,08214405655
1.0,10232,41320,0.0,0.0,0.0,99.11,3,A,Urban,1200,0,Adam Brown,42,194861,Driver,Starlite Premium,Blue Collar,09123006059
0.102,20082,300150,1.0,0.0,0.0,99.33,12,A,Urban,11700,1,Vincent Morton,47,234358,Driver,Starlite Basic,Blue Collar,01503600959
0.002,16805,165090,0.0,0.0,0.0,99.4,7,C,Urban,3300,1,Austin Sanchez,40,196917,Nurse,Starlite Basic,Other,07918606342
0.489,23372,120540,1.0,0.0,0.0,98.48,13,C,Rural,5400,1,Megan Martinez,58,655674,Software Engineer,Starlite Basic,White Collar,08685403633
1.0,37602,48130,0.0,0.0,0.0,,5,A,Rural,1200,1,Robin Shaw,43,259693,Shopkeeper,MaxBupa Gold,Other,11131901050
1.0,11692,54090,0.0,0.0,0.0,,3,C,Rural,5700,1,Andrew Pollard,38,400683,Software Engineer,MaxBupa Silver,White Collar,02318903380
1.0,10232,41320,0.0,0.0,0.0,99.11,3,A,Urban,1200,0,Michael Peterson,46,573009,Software Engineer,Starlite Basic,White Collar,09123003676
0.025,21909,186460,0.0,0.0,0.0,99.46,6,D,Urban,9600,1,Alyssa Jones,29,178271,Farmer,Starlite Premium,Blue Collar,08733105776
0.245,16804,180130,0.0,0.0,0.0,99.83,4,A,Urban,9600,1,Kelly Mann,17,41931,Student,Starlite Premium,White Collar,09835209045
0.524,23737,313050,0.0,0.0,0.0,98.52,18,B,Urban,24300,1,Mr. Andrew Arnold MD,33,570709,Software Engineer,MaxBupa Silver,White Collar,04316006573
1.0,37602,48130,0.0,0.0,0.0,,5,A,Rural,1200,1,Patty Dean,49,315965,Construction Worker,Starlite Basic,Blue Collar,11131905179
0.033,30669,93150,0.0,0.0,0.0,98.25,11,A,Rural,9600,1,Clifford Durham,31,258639,Construction Worker,Starlite Basic,Blue Collar,07287001607
0.158,24461,164450,0.0,0.0,0.0,98.94,13,B,Rural,11700,1,Mary Miller,57,309852,Construction Worker,Starlite Basic,Blue Collar,06464003610
0.161,9498,156150,0.0,0.0,0.0,99.64,7,C,Urban,1200,1,Haley Williams,27,280905,Nurse,Starlite Basic,Other,04462409758
0.278,32864,337610,0.0,0.0,0.0,99.25,9,A,Urban,18000,1,Mr. Luke Nguyen MD,58,266699,Lawyer,MaxBupa Silver,Other,03198106635
0.0,16437,175060,0.0,0.0,0.0,99.46,8,D,Urban,11700,1,Robert Greene,50,298739,Teacher,Starlite Basic,White Collar,01153909997
0.906,8038,58560,0.0,0.0,0.0,99.88,4,A,Urban,5700,1,Brian Decker,32,545301,Software Engineer,Starlite Premium,White Collar,01442000791
0.981,14608,522120,0.0,0.0,0.0,99.25,9,D,Urban,11700,1,Michael Yates,24,216232,Lawyer,MaxBupa Silver,Other,11307103056
0.007,23371,117650,0.0,0.0,0.0,99.55,6,B,Urban,11700,1,Stephanie Fitzpatrick,23,161355,Shopkeeper,Starlite Basic,Other,09984601980
1.0,31764,375060,0.0,0.0,0.0,,4,A,Urban,20100,1,Kristy Hudson,21,375749,Shopkeeper,Starlite Premium,Other,04806803598
0.292,16799,158070,0.0,0.0,0.0,98.92,12,C,Rural,5400,1,Mark Donovan,43,369416,Lawyer,Starlite Premium,Other,00116500933
0.474,18626,154140,0.0,0.0,0.0,98.85,9,B,Urban,11700,0,Jennifer Contreras,17,34194,Student,MaxBupa Gold,White Collar,09353707424
0.184,14976,873110,0.0,0.0,0.0,99.69,7,C,Urban,49500,1,Anne Pearson,31,315244,Driver,Starlite Premium,Blue Collar,05218505626
0.977,28484,220410,0.0,0.0,0.0,98.51,13,A,Urban,13800,1,Robin Macdonald,43,235801,Shopkeeper,MaxBupa Silver,Other,00769401682
1.0,11330,108810,0.0,0.0,0.0,98.33,7,A,Urban,5400,1,Sarah Stafford,53,355789,Teacher,Starlite Premium,White Collar,04483404179
0.009,31762,600100,0.0,0.0,0.0,,8,A,Urban,28500,1,Amanda King,48,373481,Nurse,MaxBupa Gold,Other,05871006446
0.0,14609,112550,0.0,0.0,1.0,99.87,9,B,Urban,7500,1,Jeremy Walker,40,172114,Shopkeeper,Starlite Basic,Other,05809604116
0.011,31770,43280,0.0,0.0,0.0,99.86,9,A,Urban,1200,1,Thomas Webster,16,15529,Student,Starlite Basic,White Collar,04812900988
0.004,18629,120140,1.0,0.0,0.0,99.88,6,C,Urban,9600,1,Mandy Lopez DVM,22,28578,Student,Starlite Basic,White Collar,10969702896
0.014,30666,330140,0.0,0.0,0.0,99.39,9,A,Urban,22200,1,Casey Thompson,54,364092,Lawyer,Starlite Premium,Other,09423803778
0.32,27020,72060,0.0,0.0,0.0,99.21,8,A,Rural,1200,1,Kelly Beard,24,505257,Software Engineer,Starlite Basic,White Collar,09278905658
0.982,21542,90120,2.0,1.0,1.0,98.33,5,A,Urban,3300,0,Kathleen Bruce,58,141929,Shopkeeper,Starlite Basic,Other,09990603093
0.571,13145,245530,0.0,0.0,0.0,99.15,7,A,Urban,15900,1,Elizabeth Pena,61,324590,Shopkeeper,Starlite Basic,Other,11196103155
0.0,16800,237660,0.0,0.0,0.0,99.53,11,B,Rural,11700,1,Sandra Taylor,45,383493,Lawyer,Starlite Basic,Other,03013401823
0.012,32860,174020,0.0,0.0,0.0,99.89,7,A,Rural,1200,1,Joseph Harvey,38,468356,Teacher,Starlite Basic,White Collar,09888309622
0.06,16797,257570,0.0,0.0,0.0,98.64,9,E,Rural,11700,1,Suzanne Chang,41,437330,Software Engineer,MaxBupa Silver,White Collar,11024801098
0.019,31038,76770,0.0,0.0,0.0,99.88,5,A,Urban,3300,1,Joshua Brady,38,360919,Lawyer,MaxBupa Silver,Other,01395802844
0.309,16796,51080,0.0,0.0,0.0,99.57,7,A,Rural,3300,1,Chad Eaton,60,267618,Construction Worker,MaxBupa Silver,Blue Collar,03213403342
1.0,10590,153730,0.0,5.0,0.0,99.69,6,A,Urban,9600,1,Justin Fischer,32,330021,Nurse,MaxBupa Silver,Other,01847900038
0.79,16802,184080,1.0,0.0,0.0,98.5,10,C,Urban,11700,1,Stephen Randolph,44,334026,Software Engineer,MaxBupa Silver,White Collar,03746406540
0.173,24463,180140,0.0,0.0,0.0,99.37,13,A,Urban,7500,1,Jeffrey Kelly,37,447730,Teacher,MaxBupa Silver,White Collar,03083409473
0.062,16799,162030,0.0,0.0,0.0,99.88,3,C,Rural,7500,1,Matthew Williams,40,472727,Teacher,Starlite Basic,White Collar,01925603356
0.015,16796,210140,0.0,0.0,0.0,99.39,12,A,Urban,13800,1,Carlos Williams,33,423660,Software Engineer,MaxBupa Silver,White Collar,02199007813
0.01,31764,100110,0.0,0.0,0.0,99.2,11,A,Urban,3300,0,Tara Perez,35,253975,Construction Worker,MaxBupa Gold,Blue Collar,10650608220
0.0,20454,81070,0.0,0.0,0.0,99.14,11,A,Rural,5400,1,Natalie Logan,36,239882,Teacher,Starlite Premium,White Collar,09656109227
0.008,21914,1000120,0.0,0.0,0.0,,11,C,Urban,60000,1,Edward Hunt,25,37068,Student,MaxBupa Silver,White Collar,11166802428
0.658,9500,127460,2.0,4.0,0.0,99.45,5,C,Urban,5400,1,Benjamin Wolf,24,456234,Teacher,Starlite Premium,White Collar,07200405043
0.328,10959,75140,1.0,1.0,0.0,99.52,8,A,Rural,7500,1,Ms. Rhonda Gallegos,25,399466,Teacher,MaxBupa Silver,White Collar,07130305346
0.028,29212,115120,0.0,0.0,0.0,99.88,16,A,Rural,5400,1,Brandy Hill,23,238552,Nurse,Starlite Premium,Other,10330004811
0.012,14974,135090,0.0,0.0,0.0,97.85,9,D,Urban,5400,1,Joseph Forbes,31,265843,Construction Worker,MaxBupa Silver,Blue Collar,02969808476
0.911,14606,235060,0.0,0.0,0.0,99.23,8,C,Rural,24300,1,Tami Russell,27,329965,Teacher,Starlite Basic,White Collar,09139900686
0.002,16805,165090,0.0,0.0,0.0,99.4,7,C,Urban,3300,1,David Pugh,29,150618,Nurse,MaxBupa Silver,Other,07918604799
0.024,23366,168120,0.0,0.0,0.0,99.34,8,A,Rural,7500,0,Blake Rowland,48,555884,Software Engineer,MaxBupa Gold,White Collar,01699207437
1.0,31768,75090,1.0,0.0,0.0,99.39,5,A,Urban,5400,0,Claire Sanchez,50,196679,Farmer,MaxBupa Silver,Blue Collar,03141402353
0.108,30674,135140,0.0,0.0,0.0,99.24,7,A,Rural,15900,1,Megan Fernandez,32,584424,Software Engineer,Starlite Basic,White Collar,05281606353
0.057,21912,165060,0.0,0.0,0.0,98.64,13,A,Rural,13800,1,Anthony Herrera,24,621962,Software Engineer,Starlite Basic,White Collar,10977704569
1.0,11689,225080,0.0,1.0,0.0,99.84,5,A,Rural,13800,0,Hunter Hale,36,208396,Construction Worker,MaxBupa Silver,Blue Collar,06790608213
0.073,18621,363540,0.0,0.0,0.0,99.1,9,B,Rural,24300,1,Michael Norris,19,247177,Construction Worker,Starlite Basic,Blue Collar,08238902752
1.0,37602,48130,0.0,0.0,0.0,,5,A,Rural,1200,1,Michael Alvarez,44,381788,Lawyer,Starlite Basic,Other,11131908073
0.201,10232,75090,0.0,0.0,0.0,99.61,7,A,Rural,1200,1,Michelle Ramirez,49,131363,Nurse,Starlite Basic,Other,07805501040
0.902,10596,60080,1.0,0.0,0.0,99.55,5,A,Urban,3300,1,Samantha Boyer,43,138201,Shopkeeper,MaxBupa Silver,Other,09117507491
1.0,23373,125090,0.0,0.0,0.0,99.84,3,A,Rural,1200,1,Sierra Barnes,60,174592,Farmer,MaxBupa Gold,Blue Collar,08463801265
0.95,14979,210070,0.0,0.0,0.0,99.62,7,A,Rural,1200,1,Penny Bradley,56,518409,Software Engineer,Starlite Premium,White Collar,04816309265
0.023,31766,180730,0.0,0.0,0.0,99.23,16,A,Urban,5400,1,Tonya Hill,53,395557,Nurse,Starlite Basic,Other,10218207059
0.303,20087,297280,0.0,0.0,0.0,99.31,12,C,Urban,18000,1,Andrea Sanders,24,328854,Teacher,Starlite Premium,White Collar,06858000277
0.072,23737,56530,0.0,0.0,0.0,98.15,5,A,Rural,5400,1,Austin Nelson,18,185580,Lawyer,MaxBupa Gold,Other,03670405084
0.03,32864,174030,0.0,0.0,0.0,99.88,6,A,Rural,22200,1,John Bailey,29,163604,Driver,Starlite Basic,Blue Collar,10943102382
0.555,14241,87150,0.0,0.0,0.0,97.84,14,C,Urban,11700,1,John Adkins,58,334144,Software Engineer,Starlite Basic,White Collar,04491000571
0.008,10596,164400,0.0,0.0,0.0,99.01,10,A,Urban,9600,1,Curtis Andrews,44,195787,Farmer,Starlite Basic,Blue Collar,01731601435
0.139,10960,360100,0.0,0.0,0.0,99.21,9,D,Urban,39000,1,Catherine Morris,38,315695,Teacher,MaxBupa Silver,White Collar,00855605352
0.026,29214,175100,0.0,0.0,0.0,99.88,9,A,Rural,3300,1,Alex Mitchell,39,358063,Teacher,Starlite Premium,White Collar,07840405445
0.819,30670,180140,0.0,0.0,0.0,98.83,13,A,Rural,7500,1,Perry Moore,26,274914,Construction Worker,Starlite Basic,Blue Collar,09278101007
0.397,21914,231720,0.0,0.0,0.0,99.33,8,B,Urban,5400,1,Pamela Escobar,27,277123,Lawyer,MaxBupa Silver,Other,02237204543
0.746,10590,126630,1.0,3.0,0.0,99.74,4,A,Urban,3300,1,Natalie Ford,50,294474,Construction Worker,Starlite Premium,Blue Collar,08680508816
0.036,18625,234030,0.0,0.0,0.0,99.49,9,D,Urban,7500,1,April Camacho,29,168459,Nurse,MaxBupa Gold,Other,02241702064
0.036,23367,390090,0.0,0.0,0.0,99.54,18,A,Urban,5400,1,Steven Wilson,57,470464,Teacher,Starlite Premium,White Collar,09794901136
